sample_id,chart_id,chart_kind,question_type,operation,question,status,failure_stage,semantic_targets,detected_x_labels,selected_targets,y_axis_ticks,geometry_values,numeric_answer,reasoning,geometry_prediction,gold,tolerance,geometry_correct,raw_vlm_correct,fallback_correct
9147,e2f9539e4e5cacd1513ee511e53482ce3e2a02936a555049cacb4c4ac4443020,line,single_choice,direct,What was the approximate domestic formulation sales in INR mn during 1Q FY21?,success,,"[""1QFY21""]","[""1QFY21""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 26, ""median_residual"": 0.0, ""side"": ""all"", ""slope"": 3.715970538340874e-16, ""target_y"": 90.5, ""x_max"": 629.0, ""x_min"": 604.0}, {""inlier_count"": 13, ""median_residual"": 1.4210854715202004e-14, ""side"": ""left"", ""slope"": 4.211805851304505e-15, ""target_y"": 90.50000000000001, ""x_max"": 616.0, ""x_min"": 604.0}, {""inlier_count"": 13, ""median_residual"": 2.842170943040401e-14, ""side"": ""right"", ""slope"": 6.312562490317721e-15, ""target_y"": 90.49999999999994, ""x_max"": 629.0, ""x_min"": 617.0}], ""local_columns"": 26, ""local_fit_residual_pixels"": 0.0, ""method"": ""auto_x_local_line_fit"", ""point"": [616.5, 90.49999999999997], ""score"": 1.0, ""search_window"": [604.0, 629.0], ""target_x"": 616.5, ""target_y"": 90.49999999999997, ""window_half_width"": 12.0}]","[{""bbox"": [22.0, 22.0, 80.0, 48.0], ""confidence"": 0.9980587363243103, ""pixel_y"": 35.0, ""text"": ""9000"", ""value"": 9000.0}, {""bbox"": [22.0, 58.0, 80.0, 85.0], ""confidence"": 0.998535692691803, ""pixel_y"": 71.5, ""text"": ""8000"", ""value"": 8000.0}, {""bbox"": [22.0, 95.0, 80.0, 123.0], ""confidence"": 0.9980554580688477, ""pixel_y"": 109.0, ""text"": ""7000"", ""value"": 7000.0}, {""bbox"": [22.0, 132.0, 80.0, 160.0], ""confidence"": 0.9977681636810303, ""pixel_y"": 146.0, ""text"": ""6000"", ""value"": 6000.0}, {""bbox"": [22.0, 169.0, 80.0, 197.0], ""confidence"": 0.9778226613998413, ""pixel_y"": 183.0, ""text"": ""5000"", ""value"": 5000.0}, {""bbox"": [22.0, 206.0, 80.0, 234.0], ""confidence"": 0.9997113347053528, ""pixel_y"": 220.0, ""text"": ""4000"", ""value"": 4000.0}, {""bbox"": [22.0, 242.0, 80.0, 270.0], ""confidence"": 0.999726414680481, ""pixel_y"": 256.0, ""text"": ""3000"", ""value"": 3000.0}, {""bbox"": [22.0, 279.0, 80.0, 307.0], ""confidence"": 0.9990838170051575, ""pixel_y"": 293.0, ""text"": ""2000"", ""value"": 2000.0}, {""bbox"": [22.0, 316.0, 80.0, 344.0], ""confidence"": 0.9994992613792419, ""pixel_y"": 330.0, ""text"": ""1000"", ""value"": 1000.0}]",[7497.899308440082],7497.899308440082,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 7497.899308440082, ""option_values"": [[""A"", 3500.0, ""3500""], [""B"", 4500.0, ""4500""], [""C"", 6000.0, ""6000""], [""D"", 7000.0, ""7000""]], ""selected_option"": ""D""}",D,B,,0,1,0
9171,044b8afca5fb07362f1dc62f8c8794176f11f3e8232fe0c0802af3ec414f08ce,bar,single_choice,direct,What is the VNB margin percentage for SBI Life in Q3 FY23?,direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
9346,d8acb3a7d062e305cf5749e61c9966b42cd26dbaaf76f29573be78fa92e39b1a,bar,numerical,difference,What is the approximate increase in the number of tourists from 2022 to 2024F?,success,,"[""2022"", ""2024F""]",[],"[{""bar_id"": ""bar_00"", ""bbox"": [175, 318, 95, 140]}, {""bar_id"": ""bar_02"", ""bbox"": [785, 78, 96, 380]}]","[{""bbox"": [22.0, 22.0, 56.0, 50.0], ""confidence"": 0.9999946052076528, ""pixel_y"": 36.0, ""text"": ""35"", ""value"": 35.0}, {""bbox"": [22.0, 82.0, 56.0, 109.0], ""confidence"": 0.9999988198884456, ""pixel_y"": 95.5, ""text"": ""30"", ""value"": 30.0}, {""bbox"": [22.0, 143.0, 56.0, 170.0], ""confidence"": 0.9999992413568111, ""pixel_y"": 156.5, ""text"": ""25"", ""value"": 25.0}, {""bbox"": [22.0, 204.0, 56.0, 230.0], ""confidence"": 0.9999991570631338, ""pixel_y"": 217.0, ""text"": ""20"", ""value"": 20.0}, {""bbox"": [22.0, 263.0, 56.0, 290.0], ""confidence"": 0.999993087923841, ""pixel_y"": 276.5, ""text"": ""15"", ""value"": 15.0}, {""bbox"": [23.0, 324.0, 56.0, 350.0], ""confidence"": 0.9999983141264758, ""pixel_y"": 337.0, ""text"": ""10"", ""value"": 10.0}, {""bbox"": [35.0, 386.0, 53.0, 409.0], ""confidence"": 0.9999946355891645, ""pixel_y"": 397.5, ""text"": ""5"", ""value"": 5.0}, {""bbox"": [35.0, 447.0, 53.0, 468.0], ""confidence"": 0.9999976158156301, ""pixel_y"": 457.5, ""text"": ""0"", ""value"": 0.0}]","[11.582562654835016, 31.49751393041219]",19.914951275577174,"{""executor"": ""python"", ""formula"": ""difference"", ""numeric_answer"": 19.914951275577174}",19.914951275577174,25,2.0,0,0,0
9408,e150eb694f6cba64f636c70521d1c6b73ee0fea9d82b96388969c1fdeee612ec,line,numerical,growth_rate,Calculate the approximate percentage decrease in JD.com's closing price from July 2021 to March 2024.,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,70,5.0,0,0,0
9450,7747667f14e4ec90be02b11e4145fa15e01d1110062ddcdee104011f25513757,line,numerical,growth_rate,What is the percentage increase in non-financial corporate debt as a percentage of GDP in China from Q4 2008 to Q2 2023?,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,2.21,2.0,0,1,1
9466,e3dc86fcb346df8aa27ad1abfa0a62f8ea68fb4b5208a2035083616ba8df8ead,line,numerical,growth_rate,Calculate the approximate percentage change in closing price from July 2021 to January 2022.,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,-20,3.0,0,0,0
9479,27e72fd9d38760dbb9f8cc069f4c70a3f1dc80b7254e96ae0141523330b5a358,line,single_choice,direct,What is the value of PE in January 2024?,ambiguous_series,x_grounding_or_line_fit,[],[],[],[],[],,{},,B,,0,0,0
9546,c3bc71c8147cc672445ce44d3fe94ec94aa766af376dd3ee24763705ae59fbe5,line,single_choice,direct,What is the approximate value of EV EBITDA in February 2024?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,B,,0,1,1
9588,bfcc0dd02e674391a3f31647ef77f4b870a33bc3b3dde52c5fd9c3cdd926d3b5,bar,single_choice,direct,What percentage of Home equity/LAP loans came from the North region in FY18?,direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
9609,e0caa727e887dc896c865a9495d902e9a6c52407ec101fc5a95d3a8816f736ad,line,single_choice,direct,What is the value of commercial paper outstanding in June 2022?,success,,"[""June2022""]","[""Jun-22""]","[{""both_sides"": 0, ""chart_type"": ""line"", ""fit_mode"": ""global_robust"", ""fitted_segments"": [{""inlier_count"": 20, ""median_residual"": 0.13659980636867886, ""side"": ""all"", ""slope"": 0.4251059051330971, ""target_y"": 454.07289434972233, ""x_max"": 183.0, ""x_min"": 164.0}], ""local_columns"": 20, ""local_fit_residual_pixels"": 0.13659980636867886, ""method"": ""auto_x_local_line_fit"", ""point"": [162.5, 454.07289434972233], ""score"": 0.8798171479501643, ""search_window"": [144.0, 183.0], ""target_x"": 162.5, ""target_y"": 454.07289434972233, ""window_half_width"": 19.919999999999998}]","[{""bbox"": [40.0, 107.0, 131.0, 148.0], ""confidence"": 0.9997299703404143, ""pixel_y"": 127.5, ""text"": ""5,000"", ""value"": 5000.0}, {""bbox"": [40.0, 163.0, 131.0, 204.0], ""confidence"": 0.999966573300654, ""pixel_y"": 183.5, ""text"": ""4,500"", ""value"": 4500.0}, {""bbox"": [39.0, 218.0, 131.0, 261.0], ""confidence"": 0.9998687448022977, ""pixel_y"": 239.5, ""text"": ""4,000"", ""value"": 4000.0}, {""bbox"": [38.0, 275.0, 130.0, 316.0], ""confidence"": 0.9994550910239156, ""pixel_y"": 295.5, ""text"": ""3,500"", ""value"": 3500.0}, {""bbox"": [38.0, 331.0, 130.0, 372.0], ""confidence"": 0.9960527659364129, ""pixel_y"": 351.5, ""text"": ""3,000"", ""value"": 3000.0}, {""bbox"": [40.0, 387.0, 131.0, 427.0], ""confidence"": 0.9999407168319049, ""pixel_y"": 407.0, ""text"": ""2,500"", ""value"": 2500.0}, {""bbox"": [38.0, 443.0, 131.0, 483.0], ""confidence"": 0.9997770462194505, ""pixel_y"": 463.0, ""text"": ""2,000"", ""value"": 2000.0}, {""bbox"": [41.0, 497.0, 131.0, 539.0], ""confidence"": 0.9997898414301394, ""pixel_y"": 518.0, ""text"": ""1,500"", ""value"": 1500.0}, {""bbox"": [41.0, 553.0, 131.0, 595.0], ""confidence"": 0.9997707552337741, ""pixel_y"": 574.0, ""text"": ""1,000"", ""value"": 1000.0}, {""bbox"": [67.0, 609.0, 132.0, 647.0], ""confidence"": 0.9982331829674873, ""pixel_y"": 628.0, ""text"": ""500"", ""value"": 500.0}]",[2073.7142471691623],2073.7142471691623,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 2073.7142471691623, ""option_values"": [[""A"", 4000.0, ""Around 4,000 INR billion""], [""B"", 3000.0, ""Around 3,000 INR billion""], [""C"", 1500.0, ""Around 1,500 INR billion""], [""D"", 4500.0, ""Around 4,500 INR billion""]], ""selected_option"": ""C""}",C,A,,0,1,0
9747,b5093a4785b35eb531e4c959d524ced620523a841ff141634bd511b11d25dcf8,bar,single_choice,direct,What was the approximate market share percentage of NCM/NCA in July 2021?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,C,,0,0,0
9805,de938d13797b1cf58e0ef2d3df8cd2d9e40aaafd12e925c8aaee9891174004e8,bar,single_choice,direct,What is the percentage of people who believe farmers' protests are exaggerated?,semantic_target_not_found,semantic_targeting,[],[],[],[],[],,{},,B,,0,1,1
9898,12064b49a44001e06e2b7cb0f3501e2c51e0bfac708aeb2b2a5e91241efec775,line,numerical,difference,What was the approximate increase in the US Geopolitical Risk Index between 2001 and 2008?,success,,"[""2001"", ""2008""]","[null, null]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""global_robust_side_disagreement"", ""fitted_segments"": [{""inlier_count"": 16, ""median_residual"": 5.51009562385633, ""side"": ""all"", ""slope"": -2.5699863394490965, ""target_y"": 206.56781899752994, ""x_max"": 186.0, ""x_min"": 167.0}], ""local_columns"": 20, ""local_fit_residual_pixels"": 5.51009562385633, ""method"": ""auto_x_local_line_fit"", ""point"": [176.625, 206.56781899752994], ""score"": 0.15360757472370867, ""search_window"": [167.0, 186.0], ""target_x"": 176.625, ""target_y"": 206.56781899752994, ""window_half_width"": 9.0}, {""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 20, ""median_residual"": 1.4048332540286879, ""side"": ""all"", ""slope"": 0.23941364793824388, ""target_y"": 216.58528952969803, ""x_max"": 239.0, ""x_min"": 220.0}, {""inlier_count"": 10, ""median_residual"": 0.5247595547324977, ""side"": ""left"", ""slope"": 0.7494250626472397, ""target_y"": 219.32280476773312, ""x_max"": 229.0, ""x_min"": 220.0}, {""inlier_count"": 10, ""median_residual"": 0.16389828475283252, ""side"": ""right"", ""slope"": -0.22406781016477945, ""target_y"": 218.73146870202456, ""x_max"": 239.0, ""x_min"": 230.0}], ""local_columns"": 20, ""local_fit_residual_pixels"": 0.16389828475283252, ""method"": ""auto_x_local_line_fit"", ""point"": [229.9, 219.02713673487884], ""score"": 0.8591816081354238, ""search_window"": [220.0, 239.0], ""target_x"": 229.9, ""target_y"": 219.02713673487884, ""window_half_width"": 9.0}]","[{""bbox"": [16.0, 51.0, 42.0, 68.0], ""confidence"": 0.9913832864404772, ""pixel_y"": 59.5, ""text"": ""500"", ""value"": 500.0}, {""bbox"": [16.0, 88.0, 42.0, 106.0], ""confidence"": 0.999865722627301, ""pixel_y"": 97.0, ""text"": ""400"", ""value"": 400.0}, {""bbox"": [16.0, 125.0, 42.0, 143.0], ""confidence"": 0.9998248411186251, ""pixel_y"": 134.0, ""text"": ""300"", ""value"": 300.0}, {""bbox"": [16.0, 163.0, 42.0, 180.0], ""confidence"": 0.9990075332488443, ""pixel_y"": 171.5, ""text"": ""200"", ""value"": 200.0}, {""bbox"": [16.0, 200.0, 42.0, 218.0], ""confidence"": 0.995578240179262, ""pixel_y"": 209.0, ""text"": ""100"", ""value"": 100.0}]","[106.24516751913995, 72.8870664395946]",33.35810107954535,"{""executor"": ""python"", ""formula"": ""difference"", ""numeric_answer"": 33.35810107954535}",33.35810107954535,35,1.0,0,0,0
9929,a3fd3f4afca60b7f501992a682847bf037eecccfdba2a5c04b767c260b59fb18,line,single_choice,direct,What is the closing price of Tata Motors around July 2021?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,0,0
9932,e0f5262293a208d7eb6af745ee262ba83d6d2a6fd74033a893ce7f647f4532c4,bar,single_choice,direct,What is the percentage of Sedan sales in Jun 2021?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,1,1
9948,b5093a4785b35eb531e4c959d524ced620523a841ff141634bd511b11d25dcf8,bar,numerical,difference,Calculate the difference in NCM/NCA market share between Jul 2021 and Nov 2023.,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,13,3.0,0,1,1
10049,f4af7a617b76834c08f761fd2b12ce288616c16a2fdf8defdbfe626ab719130f,line,single_choice,direct,What was the sales value for Europe in 2QFY18?,line_localization_failed,x_grounding_or_line_fit,[],[],[],[],[],,{},,C,,0,1,1
10099,94bfac4fcd540a8dc35c9d8e5e5af47e9b22abc3b4944064763519fc98d8285f,line,single_choice,direct,What is the P/E ratio of Consumer Durables around 12/22/2021?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,C,,0,1,1
10121,ead1293e21cee6e8ed109f9154e82e7d9916d62d939e82d62197e07f6d519e53,line,single_choice,direct,What was the approximate closing price of Asymchem in July 2021?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,0,0
10161,7ac76ad793feab39a4053cc049cd334257a69b2cd9e75b498e02773399c2ac4c,line,single_choice,direct,What was the approximate Net Interest Margin (bps) in 1Q15?,success,,"[""1Q15""]","[""1Q15-""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 50, ""median_residual"": 1.8757298250083068, ""side"": ""all"", ""slope"": -0.4460946791247694, ""target_y"": 135.58796853004762, ""x_max"": 175.0, ""x_min"": 126.0}, {""inlier_count"": 5, ""median_residual"": 0.09993009651165607, ""side"": ""left"", ""slope"": -0.09915515381550907, ""target_y"": 133.40161978888065, ""x_max"": 130.0, ""x_min"": 126.0}, {""inlier_count"": 46, ""median_residual"": 1.8827217529932838, ""side"": ""right"", ""slope"": -0.4902268127494399, ""target_y"": 136.78608594188245, ""x_max"": 175.0, ""x_min"": 130.0}], ""local_columns"": 50, ""local_fit_residual_pixels"": 0.09993009651165607, ""method"": ""auto_x_local_line_fit"", ""point"": [130.0, 135.09385286538156], ""score"": 0.9091486842404106, ""search_window"": [109.0, 175.0], ""target_x"": 130.0, ""target_y"": 135.09385286538156, ""window_half_width"": 44.879999999999995}]","[{""bbox"": [30.0, 30.0, 97.0, 68.0], ""confidence"": 0.9799857139587402, ""pixel_y"": 49.0, ""text"": ""300"", ""value"": 300.0}, {""bbox"": [30.0, 96.0, 97.0, 135.0], ""confidence"": 0.9999945627862629, ""pixel_y"": 115.5, ""text"": ""250"", ""value"": 250.0}, {""bbox"": [30.0, 160.0, 95.0, 198.0], ""confidence"": 0.9998950418269726, ""pixel_y"": 179.0, ""text"": ""200"", ""value"": 200.0}, {""bbox"": [32.0, 224.0, 95.0, 262.0], ""confidence"": 0.9999871984651112, ""pixel_y"": 243.0, ""text"": ""150"", ""value"": 150.0}, {""bbox"": [32.0, 288.0, 95.0, 327.0], ""confidence"": 0.9998847181519784, ""pixel_y"": 307.5, ""text"": ""100"", ""value"": 100.0}, {""bbox"": [48.0, 353.0, 95.0, 391.0], ""confidence"": 0.9998202062786206, ""pixel_y"": 372.0, ""text"": ""50"", ""value"": 50.0}, {""bbox"": [68.0, 418.0, 96.0, 453.0], ""confidence"": 0.9999983310706426, ""pixel_y"": 435.5, ""text"": ""0"", ""value"": 0.0}]",[233.9338835474607],233.9338835474607,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 233.9338835474607, ""option_values"": [[""A"", 275000000000.0, ""Around 275 bps""], [""B"", 225000000000.0, ""Around 225 bps""], [""C"", 250000000000.0, ""Around 250 bps""], [""D"", 200000000000.0, ""Around 200 bps""]], ""selected_option"": ""D""}",D,B,,0,1,0
10164,01bcf6a8031f667a23349635a02921c9d78fde424e087c8c3365deddc6f13467,bar,numerical,growth_rate,What was the percentage increase in imports between Jan-23 and Jul-23?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,83.3,5.0,0,0,0
10271,fd25fdf94ba81da00fac1d98017f41bf754f37e3b7c738eb615e464e2943d04e,line,numerical,growth_rate,Calculate the percentage change in the closing price from July 2021 to February 2024.,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,27.27,3.0,0,0,0
10323,ff2207b98bef949def145047a95f743705646b254158b9712626bf0dbcbc393d,line,numerical,difference,How much higher is the game license issuance in January 2024 compared to January 2023?,success,,"[""January2024"", ""January2023""]","[""Jan-24"", ""Jan-23""]","[{""both_sides"": 0, ""chart_type"": ""line"", ""fit_mode"": ""global_robust"", ""fitted_segments"": [{""inlier_count"": 24, ""median_residual"": 6.590553262129518, ""side"": ""all"", ""slope"": -1.384728375104916, ""target_y"": 190.58161973703116, ""x_max"": 466.0, ""x_min"": 441.0}], ""local_columns"": 26, ""local_fit_residual_pixels"": 6.590553262129518, ""method"": ""auto_x_local_line_fit"", ""point"": [464.0, 190.58161973703116], ""score"": 0.13174270247060377, ""search_window"": [441.0, 482.0], ""target_x"": 464.0, ""target_y"": 190.58161973703116, ""window_half_width"": 22.32}, {""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""global_robust_side_disagreement"", ""fitted_segments"": [{""inlier_count"": 15, ""median_residual"": 0.5366119426198424, ""side"": ""all"", ""slope"": 0.09832649282747954, ""target_y"": 214.36183448533185, ""x_max"": 383.0, ""x_min"": 360.0}], ""local_columns"": 24, ""local_fit_residual_pixels"": 0.5366119426198424, ""method"": ""auto_x_local_line_fit"", ""point"": [371.5, 214.36183448533185], ""score"": 0.6507823948674073, ""search_window"": [360.0, 383.0], ""target_x"": 371.5, ""target_y"": 214.36183448533185, ""window_half_width"": 11.04}]","[{""bbox"": [0.0, 12.0, 34.0, 37.0], ""confidence"": 0.7178921103477478, ""pixel_y"": 24.5, ""text"": ""200"", ""value"": 200.0}, {""bbox"": [0.0, 78.0, 32.0, 102.0], ""confidence"": 0.9995889853400863, ""pixel_y"": 90.0, ""text"": ""150"", ""value"": 150.0}, {""bbox"": [1.0, 142.0, 32.0, 166.0], ""confidence"": 0.9976627076400334, ""pixel_y"": 154.0, ""text"": ""100"", ""value"": 100.0}, {""bbox"": [7.0, 209.0, 34.0, 234.0], ""confidence"": 0.9995130700421996, ""pixel_y"": 221.5, ""text"": ""50"", ""value"": 50.0}]","[73.03474849353788, 54.88381664076681]",18.150931852771066,"{""executor"": ""python"", ""formula"": ""difference"", ""numeric_answer"": 18.150931852771066}",18.150931852771066,15,2.0,0,0,0
10486,528d6c0ae7ec17fc88e0ea0db8813f34abd4fd818c86207426b3a77547df3556,bar,numerical,growth_rate,What is the percentage increase in order inflows from 2QCY20 to 4QCY23?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,100,10.0,0,0,0
10533,6baea5d8a4ce33c3acaca8fa86a125ae4b63252eea4a0a3abf32c22931baef02,bar,single_choice,direct,What was the percentage of first-time borrowers in FY20?,direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
10534,27e72fd9d38760dbb9f8cc069f4c70a3f1dc80b7254e96ae0141523330b5a358,line,numerical,direct,What was the PE value in July 2022?,ambiguous_series,x_grounding_or_line_fit,[],[],[],[],[],,{},,55,5.0,0,1,1
10535,e9650c07e05ec8ed6ca917cf1bdaf25e6d5a5aebe841706873a6c20af33e000d,line,numerical,growth_rate,Calculate the approximate percentage increase in the closing price from July 2021 to February 2024.,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,104,10.0,0,0,0
10539,e0f5262293a208d7eb6af745ee262ba83d6d2a6fd74033a893ce7f647f4532c4,bar,numerical,difference,"In Jun 2023, what is the percentage difference between Sedan and MPV sales?",bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,40,3.0,0,0,0
10544,356d70b4a6a9246329010397fcd294f7232bc2f62cf2e25fe223f413079a5a84,bar,single_choice,direct,What percentage of the revenue is contributed by North America in CY21?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,1,1
10565,ea9e0a306c0d710eaee791a4eb80128073de473efce727784a10c1f84836fd21,line,numerical,difference,What is the approximate difference in EBITDA between 1QFY24 and 1QFY23?,success,,"[""1QFY24"", ""1QFY23""]","[""1QFY24"", ""1QFY23""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""global_robust_side_disagreement"", ""fitted_segments"": [{""inlier_count"": 61, ""median_residual"": 6.570809407260384, ""side"": ""all"", ""slope"": -0.8413478690427717, ""target_y"": 113.1262768190125, ""x_max"": 931.0, ""x_min"": 869.0}], ""local_columns"": 63, ""local_fit_residual_pixels"": 6.570809407260384, ""method"": ""auto_x_local_line_fit"", ""point"": [900.0, 113.1262768190125], ""score"": 0.13208627323797148, ""search_window"": [869.0, 931.0], ""target_x"": 900.0, ""target_y"": 113.1262768190125, ""window_half_width"": 30.72}, {""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 64, ""median_residual"": 0.0, ""side"": ""all"", ""slope"": 0.0, ""target_y"": 134.0, ""x_max"": 802.0, ""x_min"": 739.0}, {""inlier_count"": 32, ""median_residual"": 5.684341886080802e-14, ""side"": ""left"", ""slope"": -3.2484709225184372e-15, ""target_y"": 134.0, ""x_max"": 770.0, ""x_min"": 739.0}, {""inlier_count"": 32, ""median_residual"": 5.684341886080802e-14, ""side"": ""right"", ""slope"": 2.158154969041518e-15, ""target_y"": 134.00000000000003, ""x_max"": 802.0, ""x_min"": 771.0}], ""local_columns"": 64, ""local_fit_residual_pixels"": 0.0, ""method"": ""auto_x_local_line_fit"", ""point"": [770.5, 134.0], ""score"": 1.0, ""search_window"": [739.0, 802.0], ""target_x"": 770.5, ""target_y"": 134.0, ""window_half_width"": 30.72}]","[{""bbox"": [31.0, 82.0, 86.0, 110.0], ""confidence"": 0.5514221661373557, ""pixel_y"": 96.0, ""text"": ""18.0"", ""value"": 18.0}, {""bbox"": [31.0, 121.0, 86.0, 149.0], ""confidence"": 0.9943646953915267, ""pixel_y"": 135.0, ""text"": ""16.0"", ""value"": 16.0}, {""bbox"": [31.0, 158.0, 88.0, 186.0], ""confidence"": 0.9247338243325461, ""pixel_y"": 172.0, ""text"": ""14.0"", ""value"": 14.0}, {""bbox"": [31.0, 196.0, 86.0, 224.0], ""confidence"": 0.9801152956357179, ""pixel_y"": 210.0, ""text"": ""12.0"", ""value"": 12.0}, {""bbox"": [31.0, 233.0, 86.0, 262.0], ""confidence"": 0.9999771824268544, ""pixel_y"": 247.5, ""text"": ""10.0"", ""value"": 10.0}, {""bbox"": [44.0, 271.0, 88.0, 299.0], ""confidence"": 0.9999922227208102, ""pixel_y"": 285.0, ""text"": ""8.0"", ""value"": 8.0}, {""bbox"": [44.0, 308.0, 88.0, 338.0], ""confidence"": 0.9998792810222225, ""pixel_y"": 323.0, ""text"": ""6.0"", ""value"": 6.0}, {""bbox"": [46.0, 346.0, 86.0, 374.0], ""confidence"": 0.9999873361159073, ""pixel_y"": 360.0, ""text"": ""4.0"", ""value"": 4.0}, {""bbox"": [44.0, 385.0, 86.0, 413.0], ""confidence"": 0.9999773564397761, ""pixel_y"": 399.0, ""text"": ""2.0"", ""value"": 2.0}]","[17.12213763974613, 16.015779000351166]",1.106358639394962,"{""executor"": ""python"", ""formula"": ""difference"", ""numeric_answer"": 1.106358639394962}",1.106358639394962,6,1.0,0,0,0
10622,06ce6d6082dafbdc51d5a11a14e855d8f41b5dd3b0668fe4a0d6139c6ee80978,bar,numerical,direct,What is the estimated sales margin for 2023 based on the chart?,success,,"[""2023e""]",[],"[{""bar_id"": ""bar_01"", ""bbox"": [336, 84, 59, 247]}]","[{""bbox"": [31.0, 21.0, 60.0, 39.0], ""confidence"": 0.9999933927534448, ""pixel_y"": 30.0, ""text"": ""950"", ""value"": 950.0}, {""bbox"": [31.0, 53.0, 61.0, 74.0], ""confidence"": 0.999538401543816, ""pixel_y"": 63.5, ""text"": ""900"", ""value"": 900.0}, {""bbox"": [31.0, 85.0, 61.0, 106.0], ""confidence"": 0.9999762552349516, ""pixel_y"": 95.5, ""text"": ""850"", ""value"": 850.0}, {""bbox"": [31.0, 120.0, 60.0, 140.0], ""confidence"": 0.9992238950235979, ""pixel_y"": 130.0, ""text"": ""800"", ""value"": 800.0}, {""bbox"": [31.0, 152.0, 61.0, 173.0], ""confidence"": 0.9999527858457565, ""pixel_y"": 162.5, ""text"": ""750"", ""value"": 750.0}, {""bbox"": [31.0, 186.0, 61.0, 205.0], ""confidence"": 0.9985677408631771, ""pixel_y"": 195.5, ""text"": ""700"", ""value"": 700.0}, {""bbox"": [31.0, 253.0, 60.0, 273.0], ""confidence"": 0.7995048206918957, ""pixel_y"": 263.0, ""text"": ""600"", ""value"": 600.0}, {""bbox"": [31.0, 285.0, 61.0, 306.0], ""confidence"": 0.9998728803555608, ""pixel_y"": 295.5, ""text"": ""550"", ""value"": 550.0}, {""bbox"": [31.0, 320.0, 60.0, 338.0], ""confidence"": 0.9601805146943017, ""pixel_y"": 329.0, ""text"": ""500"", ""value"": 500.0}]",[868.4946385653542],868.4946385653542,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 868.4946385653542}",868.4946385653542,820,10.0,0,0,0
10849,3eeef9f9f378035b4f51d320844dbbdd252ae3a6e461658d76be80d3d2494736,line,single_choice,direct,What is the approximate P/E ratio in March 2020?,ambiguous_series,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,1,1
10986,31d567ef592511119f4873cba0d38083185eff51af65331154244078cc03e581,line,single_choice,direct,What was the closing price of The Ramco Cement around July 2023?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,D,,0,0,0
